Sentence	Sentiment
Brokeback Mountain was an AWESOME movie.	1
The nokia CA-42 USB cable did not work with my phone.	0
Oh, and Brokeback Mountain is a TERRIBLE movie...	0
Would come back again if I had a sushi craving while in Vegas.	1
It's close to my house, it's low-key, non-fancy, affordable prices, good food.	1
The burger is good beef, cooked just right.	1
I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.	1
Soggy and not good.	0
The service was not up to par, either.	0
I love Harry Potter.	1
All the characters in this film are tremendously well played.  	1
i love kirsten / leah / kate escapades and mission impossible tom as well...	1
I love Harry Potter.	1
An Awesome New Look For Fall 2000!.	1
I hate Harry Potter, that daniel wotshisface needs a fucking slap...	0
Phone is sturdy as all nokia bar phones are.	1
dudeee i LOVED brokeback mountain!!!!	1
Da Vinci Code sucks be...	0
My dad's being stupid about brokeback mountain...	0
Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).	1
My dad's being stupid about brokeback mountain...	0
The one down note is the ventilation could use some upgrading.	0
All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.	1
Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.	0
Da Vinci Code sucks be...	0
Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.	0
If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?	0
oh I love the book The Da VInci Code!	1
He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..	1
This quiz sucks and Harry Potter sucks ok bye..	0
My boyfriend and i sat at the bar and had a completely delightful experience.	1
The Da Vinci Code is awesome!!	1
The Da Vinci Code was awesome, I can't wait to read it...	1
Your staff spends more time talking to themselves than me.	0
New Battery works great in phone.	1
I'm exhausted and I hate Harry Potter.	0
The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.	0
brokeback mountain pretty much sucked..	0
but i also hate brokeback mountain and am kind of glad that it lost.	0
A good time!	1
The Da Vinci Code [ movie ] sucked!..	0
The Da Vinci Code is awesome..	1
dudeee i LOVED brokeback mountain!!!!	1
The case is great and works fine with the 680.	1
This convention never worked well in the past, and certainly doesn't work here.  	0
So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
The Da Vinci Code sucked big time.	0
The Da Vinci Code was absolutely AWESOME!	1
The Da Vinci Code is awesome..	1
Ok brokeback mountain is such a horrible movie.	0
This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it	0
Ok brokeback mountain is such a horrible movie.	0
the last stand and Mission Impossible 3 both were awesome movies.	1
I enjoyed Brokeback Mountain-watched it twice.	1
Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!	0
I love The Da Vinci Code...	1
Anyway, thats why I love   Brokeback Mountain.	1
Great sound and service.	1
i love kirsten / leah / kate escapades and mission impossible tom as well...	1
, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..	0
the story of Harry Potter is a deep and profound one, and I love Harry Potter.	1
I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...	0
Is it just me, or does Harry Potter suck?...	0
So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	1
I LOVE BROKEBACK MOUNTAIN..	1
These Harry Potter movies really suck.	0
I hate Harry Potter, that daniel wotshisface needs a fucking slap...	0
Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..	0
The Da Vinci Code is awesome..	1
We have gotten a lot of compliments on it.	1
Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.	0
No actress has been worse used that June Allison in this movie.  	0
All of the tapas dishes were delicious!	1
It only recognizes the Phone as its storage device.	0
The screen does get smudged easily because it touches your ear and face.	0
I love Harry Potter and if there's someone like him, I wanna date him... -- Jamaica, Queens..	1
So Brokeback Mountain was really depressing.	0
Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.  	1
i love kirsten / leah / kate escapades and mission impossible tom as well...	1
the people who are worth it know how much i love the da vinci code.	1
mission impossible movies are so awesome...	1
Always a great time at Dos Gringos!	1
Brokeback Mountain was so awesome.	1
Poor quality.	0
I officially hate the Da Vinci Code, the end.	0
I hate Harry Potter, that daniel wotshisface needs a fucking slap...	0
Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.	0
The Da Vinci Code sucked big time.	0
da vinci code was an awesome movie...	1
Always knows what I want, not guy crazy, hates Harry Potter..	0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	1
Anyway, thats why I love   Brokeback Mountain.	1
mission impossible 2 rocks!!....	1
Love luv lubb the Da Vinci Code!	1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.	0
I hate Harry Potter..	0
i loved the da vinci code was a kick ass movie...	1
I wanted desperately to love'The Da Vinci Code as a film.	1
As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.	0
Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.	0
He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..	1
Brokeback Mountain was so awesome.	1
I love Harry Potter!	1
Plantronics Bluetooth Excelent Buy.	1
These are fabulous!	1
Anyway, thats why I love   Brokeback Mountain.	1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.	0
The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.	1
Da Vinci Code sucks be...	0
Highly unrecommended.  	0
The Da Vinci Code is awesome!!	1
Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.	0
I love the Harry Potter series if you can count that as   a   book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...	1
Waited and waited and waited.	0
the story of Harry Potter is a deep and profound one, and I love Harry Potter.	1
Brokeback Mountain is fucking horrible..	0
because i just SO DEARLY LOVE brokeback mountain..	1
I love Harry Potter..	1
i love kirsten / leah / kate escapades and mission impossible tom as well...	1
the story of Harry Potter is a deep and profound one, and I love Harry Potter.	1
I hate Harry Potter..	0
Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!	0
Always knows what I want, not guy crazy, hates Harry Potter..	0
da vinci code was an awesome movie...	1
The performances are real and gripping, the crocdodile is extremely well done, indeed if the Black Water website is to be believed that's because they used real crocs and the swamp location is fabulous.  	1
da vinci code sucks...	0
Pretty cool I would say.	1
Great charger.	1
The Da Vinci Code was awesome, I can't wait to read it...	1
Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!	0
Anyway, thats why I love   Brokeback Mountain.	1
Da Vinci Code is of course a awesome book, but you will figure that out on page 286.	1
man i loved brokeback mountain!	1
It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  	1
the da vinci code is awesome!	1
I liked the first   Mission Impossible.	1
Harry Potter is evil...	0
My Sanyo has survived dozens of drops on blacktop without ill effect.	1
I hate Harry Potter..	0
mission impossible did kick ass and yes jessica is pretty damn dumb..	1
Nicest Chinese restaurant I've been in a while.	1
He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..	1
I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...	0
I hate Harry Potter.	0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	1
Will not be back.	0
Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.	0
The Da Vinci Code was absolutely AWESOME!	1
Works fine.	1
The pleather case doesn't fit.	0
I love The Da Vinci Code...	1
From what my dinner companions told me...everything was very fresh with nice texture and taste.	1
Overall, I like there food and the service.	1
dudeee i LOVED brokeback mountain!!!!	1
i heard da vinci code sucked soo much only 2.5 stars:	0
the last stand and Mission Impossible 3 both were awesome movies.	1
by the way, the Da Vinci Code sucked, just letting you know...	0
Brokeback Mountain was boring.	0
As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.	0
The real disappointment was our waiter.	0
Ok brokeback mountain is such a horrible movie.	0
So Brokeback Mountain was really depressing.	0
The Da Vinci Code sucked, so you didn't miss anything special.	0
I love The Da Vinci Code...	1
REAL sushi lovers, let's be honest - Yama is not that good.	0
I love Harry Potter.	1
He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..	1
I love Harry Potter..	1
Brokeback mountain was beautiful...	1
Da Vinci Code sucks be...	0
man i loved brokeback mountain!	1
This quiz sucks and Harry Potter sucks ok bye..	0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	1
W810i is just SUPERB.	1
Harry Potter is AWESOME I don't care if anyone says differently!..	1
These headphones were a great find - and I think they are perhaps the best purchase I've made in the last several years - seriously.	1
So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	1
I want to be a part of this community because I love Harry Potter and want to discuss it and theories about book 7 with other people that love Harry Potter.	1
i love being a sentry for mission impossible and a station for bonkers.	1
Da Vinci Code sucked..	0
Love luv lubb the Da Vinci Code!	1
WARNING - DO NOT BUY!!.	0
Brokeback Mountain pretty much sucked.	0
The only thing I can blame is to watch Mission Impossible III with Teri at 12:	0
the people who are worth it know how much i love the da vinci code.	1
I love Harry Potter..	1
Da Vinci Code sucked..	0
Brokeback Mountain was boring.	0
I love Harry Potter.	1
I love Harry Potter.	1
I love Brokeback Mountain....	1
Love luv lubb the Da Vinci Code!	1
, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..	0
Brokeback Mountain was so awesome.	1
Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.	0
the people who are worth it know how much i love the da vinci code.	1
Always knows what I want, not guy crazy, hates Harry Potter..	0
i love kirsten / leah / kate escapades and mission impossible tom as well...	1
I saw this film over Christmas, and what a great film it was!  	1
BROKEBACK MOUNTAIN WAS A BEAUTIFUL MOVIE..	1
I love The Da Vinci Code...	1
The Da Vinci Code was absolutely AWESOME!	1
Brokeback Mountain was so awesome.	1
Ok brokeback mountain is such a horrible movie.	0
So Brokeback Mountain was really depressing.	0
I love Brokeback Mountain....	1
I love Brokeback Mountain.	1
The new characters weren't all that memorable, and I found myself forgetting who was who.  	0
the last stand and Mission Impossible 3 both were awesome movies.	1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	1
The sound is clear and the people I talk to on it are amazed at the quality too.	1
Mission Impossible 3 was excellent.	1
"not even a ""hello, we will be right with you."""	0
Great atmosphere, friendly and fast service.	1
Anyway, thats why I love   Brokeback Mountain.	1
The Da Vinci Code is awesome!!	1
The Da Vinci Code was awesome, I can't wait to read it...	1
I enjoyed it.  	1
But this understated film leaves a lasting impression.  	1
On a positive note, our server was very attentive and provided great service.	1
the story of Harry Potter is a deep and profound one, and I love Harry Potter.	1
Harry Potter Rocks!	1
I hate Harry Potter, that daniel wotshisface needs a fucking slap...	0
disappointed.	0
I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!	1
Works like a charm.. Works as advertised.	1
Harry Potter sucks arse.	0
by the way, the Da Vinci Code sucked, just letting you know...	0
Bad Quality.	0
I love Harry Potter.	1
This quiz sucks and Harry Potter sucks ok bye..	0
I have been here several times in the past, and the experience has always been great.	1
Da Vinci Code sucks be...	0
OMG I felt like I had never eaten Thai food until this dish.	1
Virgin Wireless rocks and so does this cheap little phone!	1
I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...	0
Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.	0
and i love brokeback mountain too...: ]..	1
I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...	0
Da Vinci Code sucks be...	0
Just does not work.	0
I liked the first   Mission Impossible.	1
My dad's being stupid about brokeback mountain...	0
Now imagine that every single one of those decisions was made wrong.  	0
Da Vinci Code sucks.	0
So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	1
We will not be coming back.	0
The battery is completely useless to me.	0
So Brokeback Mountain was really depressing.	0
Harry Potter and the Veil of Darkness by Oceans Phoenix Word total 517,648 and counting. ( 6th year fic, actually looks fairly interesting.	1
I hate Harry Potter, that daniel wotshisface needs a fucking slap...	0
Ok brokeback mountain is such a horrible movie.	0
I used to hate Harry Potter.	0
I hate this Brokeback Mountain shit.	0
Da Vinci Code sucks.	0
The Da Vinci Code is awesome..	1
Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..	0
Brokeback mountain was beautiful...	1
Love luv lubb the Da Vinci Code!	1
Brokeback Mountain is fucking horrible..	0
I love the Harry Potter series if you can count that as   a   book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...	1
I've had better atmosphere.	0
Battery has no life.	0
What a piece of junk.. I lose more calls on this phone.	0
BROKEBACK MOUNTAIN SUCKED BIG JUICY DONKEY BALLS...	0
I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!  	0
Brokeback Mountain was an AWESOME movie.	1
The menu is always changing, food quality is going down & service is extremely slow.	0
Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.	1
The dialogue is composed of things that make little sense.  	0
I love Harry Potter.	1
Excellent bluetooth headset.	1
I love Brokeback Mountain....	1
I love the Mission Impossible movies!!	1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
So I decided that having an invisibility cloak like Harry Potter would be excellent.	1
Mission impossible was pretty cool, though I want you all to experience it at a camp setting which is ten times better with all the land & places to hide.	1
i heard da vinci code sucked soo much only 2.5 stars:	0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.	0
The noise shield is incrediable.	1
i love being a sentry for mission impossible and a station for bonkers.	1
I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.	1
I hate Harry Potter...	0
man i loved brokeback mountain!	1
very clear, quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset.	1
Love luv lubb the Da Vinci Code!	1
A lady at the table next to us found a live green caterpillar In her salad.	0
I miss it and wish they had one in Philadelphia!	1
The Da Vinci Code was absolutely AWESOME!	1
dudeee i LOVED brokeback mountain!!!!	1
Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.	0
the da vinci code was awesome lah!	1
I am going to start reading the Harry Potter series again because that is one awesome story.	1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:	1
The Da Vinci Code is awesome!!	1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	1
I love Harry Potter.	1
Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...	0
I wanted desperately to love'The Da Vinci Code as a film.	1
the story of Harry Potter is a deep and profound one, and I love Harry Potter.	1
I love the Harry Potter series if you can count that as   a   book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...	1
I love Brokeback Mountain.	1
Brokeback Mountain was boring.	0
and i hate Harry Potter.	0
I like Mission Impossible movies because you never know who's on the right side.	1
Always knows what I want, not guy crazy, hates Harry Potter..	0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:	1
Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..	0
The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.	0
every thing on phone work perfectly, she like it.	1
I liked the first   Mission Impossible.	1
Brokeback Mountain was an AWESOME movie.	1
Is it just me, or does Harry Potter suck?...	0
I know you are all wondering now about whom I love more � Harry Potter or Eragon Shadeslayer � the truth is and will always be Harry Potter.	1
i heard da vinci code sucked soo much only 2.5 stars:	0
At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.  	1
Pretty piece of junk.	0
da vinci code was an awesome movie...	1
da vinci code sucks...	0
Ok brokeback mountain is such a horrible movie.	0
I, too, like Harry Potter..	1
I liked the first   Mission Impossible.	1
Always knows what I want, not guy crazy, hates Harry Potter..	0
Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..	0
MIssion Impossible was soo so good.	1
we're gonna like watch Mission Impossible or Hoot.(	1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.	0
Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...	0
The item received was Counterfeit.	0
Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.	0
The bose noise cancelling is amazing, which is very important for a NYC commuter.	1
These Harry Potter movies really suck.	0
the da vinci code was an awesome book, i just finished it.	1
Is it just me, or does Harry Potter suck?...	0
As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.	0
It will drive you barking mad!  	0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
Brokeback mountain SUCKS..	0
Brokeback Mountain was so awesome.	1
So they performed.	1
DA VINCI CODE IS AWESOME!!	1
da vinci code was an awesome movie...	1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	1
We saw Da Vinci Code, which sucked.	0
i luv the book'da vinci code '....	1
The Da Vinci Code sucked big time.	0
These products cover up the important light sensor above the ear outlet.	0
I, too, like Harry Potter..	1
Da Vinci Code sucks.	0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!	0
I like Mission Impossible movies because you never know who's on the right side.	1
The acting was decidely wooden, though no worse than a period Universal B movie.  	0
Ok brokeback mountain is such a horrible movie.	0
This quiz sucks and Harry Potter sucks ok bye..	0
we're gonna like watch Mission Impossible or Hoot.(	1
Da Vinci Code sucks.	0
The steak and the shrimp are in my opinion the best entrees at GC.	1
I love Brokeback Mountain....	1
Brokeback Mountain was an AWESOME movie.	1
Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!	0
Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	1
mission impossible 2 rocks!!....	1
Thanks good a movie like this was done and released.  	1
by the way, the Da Vinci Code sucked, just letting you know...	0
The Da Vinci Code was awesome, I can't wait to read it...	1
I have come to the conclusion that Harry Potter is a tragic hero.....	0
And the beans and rice were mediocre at best.	0
The Da Vinci Code was awesome, I can't wait to read it...	1
Brokeback Mountain was boring.	0
Is it just me, or does Harry Potter suck?...	0
I love Brokeback Mountain....	1
mission impossible 3 sucked balls.	0
"jabra ear gels ""R"" the best!."	1
da vinci code was an awesome movie...	1
This short film certainly pulls no punches.  	0
I love Harry Potter.	1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
It's very slow.  	0
This place is not quality sushi, it is not a quality restaurant.	0
I like the fact that it rests lightly against your ear, rather than inside.	1
[...] down the drain because of a weak snap!	0
Brokeback Mountain is fucking horrible..	0
By the way, Mission Impossible is an awesome movie if you're looking for a suspenseful movie that's ALL action and little story...	1
Watched Mission Impossible III with Baby, it was pretty awesome!	1
Works well.	1
The Da Vinci Code was absolutely AWESOME!	1
I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!  	1
Harry Potter is AWESOME I don't care if anyone says differently!..	1
Cumbersome design.	0
I could care less... The interior is just beautiful.	1
The Da Vinci Code was absolutely AWESOME!	1
I love Harry Potter..	1
As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.	0
If you want a sandwich just go to any Firehouse!!!!!	1
Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	1
Is it just me, or does Harry Potter suck?...	0
Oh, and Brokeback Mountain is a TERRIBLE movie...	0
Mission Impossible 3 was excellent.	1
Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!	0
I love Harry Potter.	1
Anyway, thats why I love   Brokeback Mountain.	1
Harry Potter is AWESOME I don't care if anyone says differently!..	1
Julian Fellowes has triumphed again.  	1
Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.	0
If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of The Way You Look Tonight), and an uplifting ending, give this one a try.  	1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.	0
i love kirsten / leah / kate escapades and mission impossible tom as well...	1
So a few days ago there were these Asian Christian folk on the news talking about how Brokeback Mountain is evil and bad for families and should be boycotted...	0
"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed."	0
Food was really boring.	0
I hate Harry Potter, that daniel wotshisface needs a fucking slap...	0
dudeee i LOVED brokeback mountain!!!!	1
I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!	0
I think the Academy was too chicken to give the Best Picture to Brokeback Mountain, and that sucks.	0
Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.	0
Personally I loved The Da Vinci Code, its a great thriller.	1
These Harry Potter movies really suck.	0
Mission Impossible 3 was excellent.	1
clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.	1
the story of Harry Potter is a deep and profound one, and I love Harry Potter.	1
Yes it's shiny on front side - and I love it!	1
I love Brokeback Mountain....	1
the people who are worth it know how much i love the da vinci code.	1
Love luv lubb the Da Vinci Code!	1
Brokeback Mountain is a spectacularly beautiful movie.	1
I LOVE BROKEBACK MOUNTAIN!	1
I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...	0
I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.	0
I wanted desperately to love'The Da Vinci Code as a film.	1
Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!	0
Oh, and Brokeback Mountain was a terrible movie.	0
Brokeback Mountain is fucking horrible..	0
Later I found myself lost in the power of the film.  	1
This quiz sucks and Harry Potter sucks ok bye..	0
An excellent new restaurant by an experienced Frenchman.	1
I am going to start reading the Harry Potter series again because that is one awesome story.	1
I love Harry Potter.	1
the last stand and Mission Impossible 3 both were awesome movies.	1
Oh, and Brokeback Mountain is a TERRIBLE movie...	0
Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!	0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	1
Da Vinci Code sucks.	0
Brokeback Mountain is fucking horrible..	0
Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	1
And better..-We all know Da Vinci code is bogus and inaccurate.	0
the people who are worth it know how much i love the da vinci code.	1
Mission Impossible 3 was excellent.	1
man i loved brokeback mountain!	1
The Da Vinci Code is awesome..	1
Da Vinci Code sucked..	0
The microphone also works well, but (according to people I have called) it applifies everything.	1
The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.	0
Predictable, but not a bad watch.  	1
It has northern humour and positive about the community it represents.  	1
Brokeback mountain was beautiful...	1
I liked the first   Mission Impossible.	1
man i loved brokeback mountain!	1
It was planned so no biggie, I was admiring his sisters Harry Potter collection while I waited.	1
, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..	0
Brokeback Mountain is fucking horrible..	0
But this movie is not funny, considering the ridiculousness of it.  	0
I love brokeback mountain so much!!!!.	1
1. long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2.	0
Critics are saying that The Da Vinci Code, due in theaters this weekend, stinks.	0
i love being a sentry for mission impossible and a station for bonkers.	1
I got food poisoning here at the buffet.	0
Brokeback Mountain is fucking horrible..	0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.	0
Linda Cardellini is the only thing good in this film.  	1
We loved the biscuits!!!	1
Always knows what I want, not guy crazy, hates Harry Potter..	0
This place is amazing!	1
The shipping time was also very quick!	1
Brokeback Mountain was an AWESOME movie.	1
I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.	0
After the god-awful “ Mission Impossible 2 ” from John Woo laid a major egg.	0
I love the decor with the Chinese calligraphy wall paper.	1
mission impossible 2 rocks!!....	1
So Brokeback Mountain was really depressing.	0
Always knows what I want, not guy crazy, hates Harry Potter..	0
This if the first movie I've given a 10 to in years.  	1
Only like 3 or 4 buildings used, a couple of locations MAYBE, & poor hummh!  	0
The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.  	1
dudeee i LOVED brokeback mountain!!!!	1
Brokeback Mountain was boring.	0
Brokeback Mountain was so awesome.	1
I've tried several different earpieces for my cell phone and this Jabra one is the first one I've found that fits my ear comfortably.	1
Didn't laugh or even smile once.  	0
A standout scene.  	1
I loved Brokeback Mountain, Good Night and Good Luck and Riding Giants the most, and Napoleon Dynamite the least...	1
I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.	0
I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...	0
Brokeback Mountain was an AWESOME movie.	1
I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...	0
huh i hate Harry Potter sorry.	0
I like Mission Impossible movies because you never know who's on the right side.	1
So Brokeback Mountain was really depressing.	0
This quiz sucks and Harry Potter sucks ok bye..	0
Brokeback Mountain is fucking horrible..	0
I hate Harry Potter.	0
Will go back next trip out.	1
The Da Vinci Code sucked big time.	0
Very disappointing.  	0
I love Harry Potter..	1
Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.	0
This was my first time and I can't wait until the next.	1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
I love the Harry Potter series if you can count that as   a   book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...	1
The restaurant atmosphere was exquisite.	1
Oh, and Brokeback Mountain was a terrible movie.	0
I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...	0
the story of Harry Potter is a deep and profound one, and I love Harry Potter.	1
i hear the da vinci code sucks.	0
Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.	0
Brokeback Mountain was boring.	0
da vinci code sucks...	0
Does not fit.	0
Disapointing Results.	0
The Da Vinci Code was AWESOME.	1
Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!	0
I love Harry Potter.	1
The Buffet at Bellagio was far from what I anticipated.	0
Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  	1
, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..	0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
And I hate Harry Potter.. -- Jame.	0
My dad's being stupid about brokeback mountain...	0
Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.	0
worthless product.	0
I came back today since they relocated and still not impressed.	0
dudeee i LOVED brokeback mountain!!!!	1
Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.	0
Brokeback Mountain was boring.	0
Oh, and Brokeback Mountain is a TERRIBLE movie...	0
Oh, and Brokeback Mountain was a terrible movie.	0
Is it just me, or does Harry Potter suck?...	0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:	1
Sounds good reasonably priced and effective, Its that simple !	1
I couldn't take them seriously.  	0
Nice ambiance.	1
If you check the director's filmography on this site you will see why this film didn't have a chance.  	0
i love brokeback mountain..	1
The Da Vinci Code is awesome..	1
and i'm not even THINKING of getting in FRESHMAN cuz to me itz just mission impossible lol i simply suck too much altogether....	0
But she is still a bad actress, repeating her robotic face moves in each of her pictures.  	0
I like MISSION IMPOSSIBLE but I hate Tom Cruise, get that straight I update 2 days in a row it's like magic and shit...	1
